"";"1";"2019-05-01 09:07:40";"2019-05-01 09:07:40";"<iframe name=""I1"" id=""if1"" width=""100%""  height=""254"" style=""visibility:visible""  src=""http://127.0.0.1:5000/get_ilac?ilac=%C4%B0la%C3%A7""></iframe>";"İlaç";"Etken Madde";"publish";"open";"open";;"101";;;"2019-05-01 09:07:40";"2019-05-01 09:07:40";;"0";;"0";"post";;"0"
"";"1";"2019-05-01 09:07:40";"2019-05-01 09:07:40";"<iframe name=""I1"" id=""if1"" width=""100%""  height=""254"" style=""visibility:visible""  src=""http://127.0.0.1:5000/get_ilac?ilac=""></iframe>";"";"";"publish";"open";"open";;"102";;;"2019-05-01 09:07:40";"2019-05-01 09:07:40";;"0";;"0";"post";;"0"
"";"1";"2019-05-01 09:07:40";"2019-05-01 09:07:40";"<iframe name=""I1"" id=""if1"" width=""100%""  height=""254"" style=""visibility:visible""  src=""http://127.0.0.1:5000/get_ilac?ilac=%2530%20DEKSTRO-FLEKS""></iframe>";"%30 DEKSTRO-FLEKS";"100 ml ürün içinde ;30 g dekstroz monohidrat";"publish";"open";"open";;"103";;;"2019-05-01 09:07:40";"2019-05-01 09:07:40";;"0";;"0";"post";;"0"
"";"1";"2019-05-01 09:07:40";"2019-05-01 09:07:40";"<iframe name=""I1"" id=""if1"" width=""100%""  height=""254"" style=""visibility:visible""  src=""http://127.0.0.1:5000/get_ilac?ilac=%255%20DEXTRO-FLEXS""></iframe>";"%5 DEXTRO-FLEXS";"100 ml ürün içinde ;5 g dekstroz monohidrat, 0,9 g sodyum klorür";"publish";"open";"open";;"104";;;"2019-05-01 09:07:40";"2019-05-01 09:07:40";;"0";;"0";"post";;"0"
"";"1";"2019-05-01 09:07:40";"2019-05-01 09:07:40";"<iframe name=""I1"" id=""if1"" width=""100%""  height=""254"" style=""visibility:visible""  src=""http://127.0.0.1:5000/get_ilac?ilac=9R%20Vac""></iframe>";"9R Vac";"ml ürün içinde ;. Salmonella gallinarum 9R";"publish";"open";"open";;"106";;;"2019-05-01 09:07:40";"2019-05-01 09:07:40";;"0";;"0";"post";;"0"
"";"1";"2019-05-01 09:07:40";"2019-05-01 09:07:40";"<iframe name=""I1"" id=""if1"" width=""100%""  height=""254"" style=""visibility:visible""  src=""http://127.0.0.1:5000/get_ilac?ilac=AB%20VAR%20C""></iframe>";"AB VAR C";"1 adet tablet ürün içinde ;400 mg kaumafos";"publish";"open";"open";;"107";;;"2019-05-01 09:07:40";"2019-05-01 09:07:40";;"0";;"0";"post";;"0"
"";"1";"2019-05-01 09:07:40";"2019-05-01 09:07:40";"<iframe name=""I1"" id=""if1"" width=""100%""  height=""254"" style=""visibility:visible""  src=""http://127.0.0.1:5000/get_ilac?ilac=Aborvac%20R%20CS""></iframe>";"Aborvac R CS";"ml ürün içinde ;. Brucella melitensis Rev 1";"publish";"open";"open";;"108";;;"2019-05-01 09:07:40";"2019-05-01 09:07:40";;"0";;"0";"post";;"0"
"";"1";"2019-05-01 09:07:40";"2019-05-01 09:07:40";"<iframe name=""I1"" id=""if1"" width=""100%""  height=""254"" style=""visibility:visible""  src=""http://127.0.0.1:5000/get_ilac?ilac=Aborvac%20R%20Lamb""></iframe>";"Aborvac R Lamb";"ml ürün içinde ;1000000000/3000000000 Brucella melitensis Rev 1, 6.25 mg Enzymatic digest of Casein (Casilon), 12,5 mg Sukroz, 2,5 mg Sodyum glutamate";"publish";"open";"open";;"109";;;"2019-05-01 09:07:40";"2019-05-01 09:07:40";;"0";;"0";"post";;"0"
"";"1";"2019-05-01 09:07:40";"2019-05-01 09:07:40";"<iframe name=""I1"" id=""if1"" width=""100%""  height=""254"" style=""visibility:visible""  src=""http://127.0.0.1:5000/get_ilac?ilac=Aborvac%20R%20Sheep""></iframe>";"Aborvac R Sheep";"ml ürün içinde ;100000-200000 Brucella melitensis Rev 1, 12.5 mg Sukroz, 6.25mg Enzymatic digest of Casein (Casilon), 2.5 mg Sodyum glutamate";"publish";"open";"open";;"113";;;"2019-05-01 09:07:40";"2019-05-01 09:07:40";;"0";;"0";"post";;"0"
"";"1";"2019-05-01 09:07:40";"2019-05-01 09:07:40";"<iframe name=""I1"" id=""if1"" width=""100%""  height=""254"" style=""visibility:visible""  src=""http://127.0.0.1:5000/get_ilac?ilac=Aborvac%20S%20Calf""></iframe>";"Aborvac S Calf";"ml ürün içinde ;40000000000-120000000000 Brucella abortus S19, 6.25mg Enzymatic digest of Casein (Casilon), 12.5 mg Sukroz, 2.5mg Sodyum glutamate";"publish";"open";"open";;"117";;;"2019-05-01 09:07:40";"2019-05-01 09:07:40";;"0";;"0";"post";;"0"
